neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,tertiary_cell_class,secondary_cell_class,primary_cell_class,physical_integrity
1771,8-S5-B1,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named l2. the latter reconstruction is no longer available as an individual entry since version 6.3. the original files are still available for download <a href="" dablefiles/previous/v6.3/lewis/l2.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1772,8-S7-A1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1773,8-S7-A2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1774,8-S8-B1,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named l3. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/l3.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1775,8-S8-B2,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named l4. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/l4.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1776,8-S8-B3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1778,9-S2-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1780,9-S2-B4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1781,9-S2-C1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1782,9-S5-C1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1783,9-S5-C2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1784,9-S6-C1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1785,9-S7-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1786,9-S7-C2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1787,9-S8-C1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1788,B-S13-B1,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named r3. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/r3.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1790,B-S16-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1791,B-S19-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1792,B-S4-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1793,B-S5-B1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1794,B-S6-A3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1795,B-S6-B1,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named r1. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/r1.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1796,B-S7-A2,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named r5. the latter reconstruction is no longer available as an individual entry since version 6.2. the original files are still available for download <a href="" dablefiles/previous/v6.2/r5.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1797,B-S9-B1,lewis,"as of january 2015, we became aware that the database contained an additional reconstruction file of this same neuron, named r2. the latter reconstruction is no longer available as an individual entry since version 6.3. the original files are still available for download <a href="" dablefiles/previous/v6.3/lewis/r2.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1735,4-S6-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1736,4-S8-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1737,5-S11-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1738,5-S14-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1739,5-S14-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1740,5-S15-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1741,5-S16-4,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1742,5-S19-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1743,5-S22-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1744,5-S25-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1745,5-S25-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1746,5-S3-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1747,6-S12-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1748,6-S18-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1749,6-S18-2,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1750,6-S18-3,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1751,6-S19-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
1752,6-S3-1,lewis,"when originally released, this reconstruction had been incompletely processed, and this issue was fixed in release 7.0 (sep 2015). the original files are still available for download <a href="" dablefiles/previous/v7.0/lewis.tar.gz "">here</a>. for any question or clarification, please <a href="" mailto:nmadmin@gmu.edu"">contact us</a>.",year,male/female,adult,human,not applicable,,golgi,control,in vitro,not reported,eutectic,oil,eutectic.nts,"dendrites, soma, no axon","diameter, 3d, no angles",60,not reported,,120,23,72,not reported,not reported,10.1001/archneur.1996.00550120089021,neocortex,frontal,inferior frontal gyrus,magnopyramidal,pyramidal,principal cell,dendrites incomplete
