neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,shrinkage_reported,shrinkage_corrected,slicing_thickness,min_age,max_age,min_weight,max_weight,reference_doi,primary_brain_region,secondary_brain_region,tertiary_brain_region,primary_cell_class,secondary_cell_class,tertiary_cell_class,physical_integrity
99898,Red5_October-2013_sec2_Neuron6,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99899,Red8_December2013_sec4_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99918,Red9_December2013_sec3_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99930,Yellow3_8-31-2012_sec1_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99933,Yellow3_8-31-2012_sec1_Neuron6,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99908,Yellow5-coded-11-6_sec4_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99934,Yellow5_8-31-2012_sec1_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99909,Yellow6-coded-11-6_sec1_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99910,Yellow6-coded-11-6_sec4_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99935,Yellow6_8-31-12_sec2_Neuron5,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99936,Yellow7_8-31-12_sec3_Neuron7,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99931,Yellow8_8-31-2012_sec3_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99937,Yellow9_8-31-2012_sec1_Neuron8,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99878,Pink3_7-10-14_sec1_Neuron6,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99911,Pink3_9-24-1_-sec3_1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99927,Pink3_December2013_sec6_Neuron2,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,31,31,not reported,not reported,10.3389/fnins.2017.00419,neocortex,frontal,"brodmann area 4, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99912,Pink4_sec2_Neuron1,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,somatosensory,"brodmann area 3, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99889,Pink5_7-10-14_sec3_Neuron3,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 5-6, left",principal cell,pyramidal,not reported,dendrites moderate
99879,Pink5_7-10-14_sec3_Neuron4,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
99880,Pink5_7-10-14_sec4_Neuron5,hrvoj-mihic_semendeferi,,year,male,adult,human,not applicable,,golgi-scheibel,williams syndrome,in vitro,not reported,neurolucida,dry,neurolucida.dat,"dendrites, soma, no axon","diameter, 3d, angles",40,not reported,,120,47,47,not reported,not reported,10.3389/fnins.2017.00419,neocortex,prefrontal,"brodmann area 11, layer 2-3, left",principal cell,pyramidal,not reported,dendrites moderate
