neuron_name,neuron_id,neurite_surface_nmo,neurite_volume_nmo,pk_classic_nmo,bif_ampl_local_nmo,fractal_dim_nmo,soma_surface_nmo,n_stems_nmo,n_bifs_nmo,n_branch_nmo,width_nmo,height_nmo,depth_nmo,diameter_nmo,euc_distance_nmo,path_distance_nmo,branch_order_nmo,contraction_nmo,fragmentation_nmo,partition_asymmetry_nmo,bif_ampl_remote_nmo,neurite_length_nmo
h184b-cel-8,72426,8185.49,839.013,2.0,52.9034,1.01435,1118.74,5.0,33.0,71.0,397.072,532.361,78.37,0.41,346.148,360.183,9.0,0.960198,297.0,0.450046,46.6733,6354.94
h184b-cel-9,72427,8651.71,886.8,2.0,61.7776,1.01178,1530.14,5.0,36.0,77.0,342.252,566.379,93.02,0.41,372.548,436.745,6.0,0.954035,377.0,0.42674,53.3465,6716.89
h184c-cel-10,72428,4781.8,490.135,2.0,62.7077,1.01714,1020.91,8.0,15.0,38.0,266.471,439.97,114.5,0.41,272.145,301.763,4.0,0.930048,282.0,0.533333,47.9498,3712.43
h184c-cel-2,72429,7789.82,798.456,2.0,63.7997,1.02552,1361.05,6.0,26.0,58.0,361.26,492.1,92.34,0.41,362.386,417.142,10.0,0.930611,427.0,0.583333,57.3445,6047.75
h184c-cel-6,72430,9377.68,961.212,2.0,70.1268,1.01881,1613.27,7.0,27.0,61.0,483.88,580.91,97.05,0.41,369.381,419.792,5.0,0.932461,460.0,0.35097,61.4793,7280.51
h184c-cel-7,72431,13292.1,1362.44,2.0,60.9433,1.01734,1191.1,9.0,43.0,95.0,482.98,662.061,97.43,0.41,434.694,517.235,10.0,0.943611,650.0,0.418397,48.8983,10319.5
h184c-cel-9,72432,9219.8,945.03,2.0,59.1931,1.0141,1672.54,6.0,34.0,74.0,370.66,504.121,111.33,0.41,311.616,380.105,5.0,0.950589,507.0,0.319118,50.4421,7157.94
h189a-cel-10,72434,5861.26,600.779,2.0,76.0852,1.01856,1258.64,5.0,25.0,55.0,321.3,440.68,122.44,0.41,297.694,337.44,7.0,0.928929,377.0,0.472889,51.6782,4550.48
h189a-cel-12,72435,5254.17,538.552,2.0,66.5314,1.01991,582.048,11.0,18.0,47.0,285.18,352.36,93.13,0.41,234.486,287.722,3.0,0.92198,371.0,0.314815,50.3714,4079.16
h189a-cel-13,72436,5242.96,537.404,2.0,81.1559,1.01921,1583.64,7.0,22.0,51.0,450.404,423.224,93.94,0.41,299.704,345.121,8.0,0.930039,337.0,0.527843,68.928,4070.46
h189a-cel-14,72473,6218.81,637.428,2.0,59.8105,1.01906,962.176,6.0,20.0,46.0,354.27,540.57,66.27,0.41,334.262,397.83,9.0,0.93381,433.0,0.719048,49.0319,4828.07
h189a-cel-15,72474,4062.22,416.378,2.0,68.2629,1.02251,722.819,8.0,15.0,38.0,344.444,340.431,115.02,0.41,274.808,302.907,7.0,0.93411,312.0,0.373333,55.7761,3153.77
